type,name,Photo,about,contactname,phone,email,address,city,state,county,Discipline,Amenities,language,rating,votes,timings,Mode of Payment,onlinebooking,Year Established,Linkedin,linktoprofile
Ayurveda,Health Total,https://images1-fabric.practo.com/practices/1122689/health-total-bangalore-5b7bb6753fc34.png,"Health Total is one of India’s largest chain of preventive healthcare clinics. With over 200 experienced doctors and nutritionists, we manage health conditions and lifestyle disorders with an integrated and holistic approach. At Health Total, we use the combined power of Nutrition, Homeopathy, Ayurv more..",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/health-total-koramangala-5-block?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/health-total-koramangala-5-block?specialization=Ayurveda
Ayurveda,Health Total,https://images1-fabric.practo.com/anjali-mukerjee-health-total-bangalore-1477570874-5811f13a088ed.png,"Health Total is one of India’s largest chain of preventive healthcare clinics. With over 200 experienced doctors and nutritionists, we manage health conditions and lifestyle disorders with an integrated and holistic approach. At Health Total, we use the combined power of Nutrition, Homeopathy, Ayurv more..",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/health-total-kammana-halli?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/health-total-kammana-halli?specialization=Ayurveda
Ayurveda,Keva Ayurveda,https://images1-fabric.practo.com/practices/1147418/keva-ayurveda-hsr-layout-bangalore-5927d323aa106.jpg,"Keva Ayurveda rated as Best Ayurveda Clinic offers well-tested highly effective curative treatments for Asthma, Anxiety, Autism, Disc Prolapse, Eczema, Ankylosing Spondylitis, Diabetes, Renal Stones, Sciatica, Obesity, Paralysis, Insomnia, Stress Management, De-addiction , Arthritis, Psoriasis, Acne more..",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/keva-ayurveda-hsr-layout-1?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/keva-ayurveda-hsr-layout-1?specialization=Ayurveda
Ayurveda,Shathayu Ayurveda Clinic,https://images1-fabric.practo.com/practices/1158228/shathayu-ayurveda-clinic-bangalore-5a8bec6070036.jpg,"Shathayu Ayurveda has established itself as a premier wellness destination for all those who seek healing in the best of the completeness at every level: Physical, Mental and Spiritual. Shathayu Ayurveda carries with it a history of over 117 years having been established in the year 1901 by the reno more..",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/shathayu-ayurveda-clinic-whitefield?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/shathayu-ayurveda-clinic-whitefield?specialization=Ayurveda
Ayurveda,Jiva Ayurveda Clinic,https://images1-fabric.practo.com/practices/1182995/jiva-ayurveda-clinic-bangalore-605d774a943ce.jpg,"Jiva Ayurveda Clinic is an Ayurveda Clinic in HSR Layout, Bangalore. The clinic is visited by doctors like Dr. Shalini Mohapatra. The timings of Jiva Ayurveda Clinic are: Mon, Wed more..",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/jiva-ayurveda-clinic-bangaluru-hsr-layout?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/jiva-ayurveda-clinic-bangaluru-hsr-layout?specialization=Ayurveda
Ayurveda,Travancore Ayurveda - Jayanagar,https://images1-fabric.practo.com/practices/1195533/travancore-ayurveda-jayanagar-bangalore-5d847946b6e9d.JPG,Travancore Ayurveda – is a corporate company established and managed by professionals with more than 100 years of combined corporate executive experience from various Sr.Management levels. We are an Authentic Traditional Kerala Ayurveda Panchakarma Wellness centre and is the most sought after place more..,null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/travancore-ayurveda-jayanagar?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/travancore-ayurveda-jayanagar?specialization=Ayurveda
Ayurveda,Health Total,https://images1-fabric.practo.com/practices/1219246/health-total-bangalore-5b75cda7cc6ac.png,"Health Total is one of India’s largest chain of preventive healthcare clinics. With over 200 experienced doctors and nutritionists, we manage health conditions and lifestyle disorders with an integrated and holistic approach. At Health Total, we use the combined power of Nutrition, Homeopathy, Ayurv more..",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/health-total-malleswaram?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/health-total-malleswaram?specialization=Ayurveda
Ayurveda,Shathayu Ayurveda Clinic,https://images1-fabric.practo.com/practices/1177116/shathayu-ayrveda-clinic-bangalore-5a8bec8027e61.jpg,"Shathayu Ayurveda has established itself as a premier wellness destination for all those who seek healing in the best of the completeness at every level: Physical, Mental and Spiritual. Shathayu Ayurveda carries with it a history of over 117 years having been established in the year 1901 by the reno more..",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/shathayu-ayurveda-clinic-kalyan-nagar?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/shathayu-ayurveda-clinic-kalyan-nagar?specialization=Ayurveda
Ayurveda,Acharya Manish Ji Ayurveda Centre,https://images1-fabric.practo.com/practices/1246596/acharya-manish-ji-ayurveda-centre-bangalore-5f09583ff0b16.jpg,"Helping You Create Healthier, Happier Life more..",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/acharya-manish-ji-ayurveda-centre-bellandur?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/acharya-manish-ji-ayurveda-centre-bellandur?specialization=Ayurveda
Ayurveda,Gouri Sankara Ayurvedics,https://images1-fabric.practo.com/practices/1262233/gouri-sankara-ayurvedics-banjara-layout-5d35a97b3ab28.png,"Gouri sankara offers diagnostics for many acute symptoms such as Diabetes & Hypertension,Stress &Strain related problems, Rejuvenation, Migraine and Sinusitis, Pediatric Diseases, Life style disorders, Gastro intestinal diseases, Arthritis, Skin diseases, Hair & Scalp problems, Piles, Fistula, Fissu more..",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/gouri-sankara-ayurvedics-horamavu?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/gouri-sankara-ayurvedics-horamavu?specialization=Ayurveda
Ayurveda,Gouri Sankara Ayurvedics,https://images1-fabric.practo.com/practices/1262236/gouri-sankara-ayurvedics-bangalore-5d36ef5f34a1e.png,"Gouri Sankara offers diagnostics for many acute symptoms such as Diabetes & Hypertension, Stress &Strain related problems, Rejuvenation, Migraine and Sinusitis, Pediatric Diseases, Lifestyle disorders, Gastrointestinal diseases, Arthritis, Skin diseases, Hair & Scalp problems, Piles, Fistula, Fissur more..",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/gouri-sankara-ayurvedics-ulsoor-1?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/gouri-sankara-ayurvedics-ulsoor-1?specialization=Ayurveda
Ayurveda,Ayur Central,https://images1-fabric.practo.com/practices/1261229/ayur-central-bangalore-5e7ae34abdaf8.jpeg,"AyurCentral is a super-store that deals with the vivid range of Ayurvedic Medicines, herbal Cosmetics and Health supplements. AyurCentral has 50+ stores across the city of Bengaluru which makes it a preferred destination for wellness and illness.",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/ayur-central-1-uttarahalli?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/ayur-central-1-uttarahalli?specialization=Ayurveda
Ayurveda,Ayur Central - CK nagar,https://images1-fabric.practo.com/practices/1280979/ayur-central-ck-nagar-bangalore-5e79fbe4031dc.jpeg,"AyurCentral is a super-store that deals with the vivid range of Ayurvedic Medicines, herbal Cosmetics and Health supplements. AyurCentral has 50+ stores across the city of Bengaluru which makes it a preferred destination for wellness and illness.",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/ayur-central-ck-nagar-electronics-city?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/ayur-central-ck-nagar-electronics-city?specialization=Ayurveda
Ayurveda,Ayur Central - Koramanagala,https://images1-fabric.practo.com/practices/1280584/ayur-central-koramanagala-bangalore-5e7701236fedb.jpeg,"AyurCentral is a super-store that deals with the vivid range of Ayurvedic Medicines, herbal Cosmetics and Health supplements. AyurCentral has 50+ stores across the city of Bengaluru which makes it a preferred destination for wellness and illness.",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/ayur-central-koramanagala-koramangala?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/ayur-central-koramanagala-koramangala?specialization=Ayurveda
Ayurveda,Ayur Central,https://images1-fabric.practo.com/practices/1280585/ayur-central-ganga-nagar-bangalore-5e7702f124011.jpeg,"AyurCentral is a super-store that deals with the vivid range of Ayurvedic Medicines, herbal Cosmetics and Health supplements. AyurCentral has 50+ stores across the city of Bengaluru which makes it a preferred destination for wellness and illness.",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/ayur-central-ganga-nagar-hebbal?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/ayur-central-ganga-nagar-hebbal?specialization=Ayurveda
Ayurveda,Ayur Central -Jayanagar,https://images1-fabric.practo.com/practices/1280586/ayur-central-jayanagar-bangalore-5e7adc7cc2d06.jpeg,"AyurCentral is a super-store that deals with the vivid range of Ayurvedic Medicines, herbal Cosmetics and Health supplements. AyurCentral has 50+ stores across the city of Bengaluru which makes it a preferred destination for wellness and illness.",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/ayur-central-jayanagar-jayanagar?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/ayur-central-jayanagar-jayanagar?specialization=Ayurveda
Ayurveda,Keva Ayurveda,https://images1-fabric.practo.com/practices/1299793/keva-ayurveda-itpl-bangalore-5f26a7232423c.png,"Keva Ayurveda Is An ISO 9001:2008 Certified Company, Offering Curative Treatments For Obesity, Paralysis, Insomnia, Stress Management, De Addiction , Arthritis, Psoriasis, Acne, Spondylitis, Digestive Disorders, Panchakarma / Detoxification And Many More Along With Rejuvenate Treatments Under The Gu more..",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/keva-ayurveda-itpl-whitefield?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/keva-ayurveda-itpl-whitefield?specialization=Ayurveda
Ayurveda,Shathayu Ayurveda Clinic,https://images1-fabric.practo.com/practices/690278/shathayu-ayurveda-bangalore-5a8bec9f41af4.jpg,"Shathayu Ayurveda has established itself as a premier wellness destination for all those who seek healing in the much of the completeness at every level: Physical, Mental and Spiritual. Shathayu Ayurveda carries with it a history of over 117 years having been established in the year 1901 by the reno more..",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/shathayu-ayurveda-clinic-yelahanka?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/shathayu-ayurveda-clinic-yelahanka?specialization=Ayurveda
Ayurveda,Shathayu Ayurveda Wellness Centre,https://images1-fabric.practo.com/practices/760508/shathayu-ayurveda-wellness-centre-bangalore-5a9cdf7232e44.jpg,"Shathayu Ayurveda has established itself as a premier wellness destination for all those who seek healing of the completeness at every level: Physical, Mental and Spiritual. Shathayu Ayurveda carries with it a history of over 117 years having been established in the year 1901 by the renowned Vidya R more..",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/shathayu-ayurveda-wellness-centre-banashankari-2nd-stage-3?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/shathayu-ayurveda-wellness-centre-banashankari-2nd-stage-3?specialization=Ayurveda
Ayurveda,Poornima Ayurvedalaya,https://www.practo.com/bundles/practopractoapp/images/hospital_logo.png,"Poornima Ayurvedalaya is a Clinic in JP Nagar, Bangalore. The clinic is visited by ayurveda like Dr. Bhagyalakshmi and Dr. Bharadwajan T S. more..",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/poornima-ayurvedalaya-jp-nagar?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/poornima-ayurvedalaya-jp-nagar?specialization=Ayurveda
Ayurveda,"Patanjali Arogya Kendra, Attibele",https://www.practo.com/bundles/practopractoapp/images/hospital_logo.png,"A Optimistic and very creative ,committed to quality and hard work, highly inspired by challenging research base work, more..",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/patanjali-arogya-kendra-attibele?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/patanjali-arogya-kendra-attibele?specialization=Ayurveda
Ayurveda,Vijay Clinic,https://www.practo.com/bundles/practopractoapp/images/hospital_logo.png,"Vijay Clinic is a Clinic in Mahalakshmi Layout, Bangalore. The clinic is visited by ayurveda like Dr. Vijayanandan C Malimath. The timings of Vijay Clinic are: Mon-Sat: 10:00-14:0 more..",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/vijay-clinic-mahalakshmipuram?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/vijay-clinic-mahalakshmipuram?specialization=Ayurveda
Ayurveda,Amruth Ayurvedic Centre,https://www.practo.com/bundles/practopractoapp/images/hospital_logo.png,"Amruth Ayurvedic Centre is an Ayurveda Clinic in Basavanagudi, Bangalore. The clinic is visited by doctors like Dr. Samarth Rao. The timings of Amruth Ayurvedic Centre are: Mon-Sa more..",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/amruth-ayurvedic-centre-basavanagudi-basavanagudi-1?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/amruth-ayurvedic-centre-basavanagudi-basavanagudi-1?specialization=Ayurveda
Ayurveda,Amruth Ayurvedic Centre,https://www.practo.com/bundles/practopractoapp/images/hospital_logo.png,"Amruth Ayurvedic Centre is an Ayurveda Clinic in Banashankari 1st Stage, Bangalore. The clinic is visited by doctors like Dr. Samarth Rao. The timings of Amruth Ayurvedic Centre a more..",null,null,null,null,Bangalore,Karnataka,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/bangalore/clinic/amruth-ayurvedic-centre-basavanagudi-basavanagudi?specialization=Ayurveda,null,null,https://www.practo.com/bangalore/clinic/amruth-ayurvedic-centre-basavanagudi-basavanagudi?specialization=Ayurveda
Ayurveda,Kale Piles Hospital,https://images1-fabric.practo.com/practices/915213/kale-piles-hospital-nagpur-594647331cc8d.jpg/thumbnail,Kale Piles Hospital is a piles - fissure - fistula like anorectal disorder speciality hospital existing since 1999-2000 and this is ISO 9001-2008 certified hospital. Thousands of speciality surgeries have been performed by this hospital. Dr. Virendra kale is an anorectal surgeon working since 17 yea more..,null,null,null,"Umred Rd, Kokila Enterprise, Dighori, Nagpur
Landmark: Near Dighori Bus Stop
Dighori Naka, Nagpur
Get Directions",Nagpur,Maharashtra,India,null,null,"eng,hindi",3.5,(659 patient stories),"Mon - Sun
09:00 AM - 10:00 PM",null,https://www.practo.com/nagpur/hospital/kale-ayurvedic-piles-hospital-dighori-nagpur-dighori-naka?specialization=Ayurveda,null,null,https://www.practo.com/nagpur/hospital/kale-ayurvedic-piles-hospital-dighori-nagpur-dighori-naka?specialization=Ayurveda
Ayurveda,Abhyudya Multispeciality Hospital,//www.practostatic.com/web-assets/images/default_clinic.60df7b39c2ae.png,"Abhyudya Multispeciality Hospital is a clinic in Rameshwari, Nagpur. The clinic is visited by doctors like Dr. Pravin Narayan Sahave.",null,020 7117 7298,null,"#06,F1,Shri Sai Ram Apartment,Kashi Nagar,Landmark: Near Rameshwari Bus Stop,Nagpur
Landmark: Near Rameshwari Square
Rameshwari, Nagpur
Get Directions",Nagpur,Maharashtra,India,null,null,"eng,hindi",null,null,"Mon - Sat
09:00 AM - 01:30 PM
06:00 PM - 09:30 PM",null,https://www.practo.com/nagpur/hospital/abhyudya-multispeciality-hospital-rameshwari?specialization=Ayurveda,null,null,https://www.practo.com/nagpur/hospital/abhyudya-multispeciality-hospital-rameshwari?specialization=Ayurveda
Ayurveda,Deoghare Hospital,//www.practostatic.com/web-assets/images/default_clinic.60df7b39c2ae.png,"Deoghare Hospital is an Ayurveda Hospital in Medical College, Nagpur. The clinic is visited by doctors like Dr. Ashwini Deoghare. The timings of Deoghare Hospital are: Mon-Sat: 11 more..",null,022 4893 2501,null,"H.K.M.C.Complex , 3rd Floor
Landmark: Near Medical Square
Medical College, Nagpur
Get Directions",Nagpur,Maharashtra,India,null,null,"eng,hindi",null,null,"Mon - Sat
11:00 AM - 02:00 PM
04:45 PM - 08:45 PM",null,https://www.practo.com/nagpur/hospital/deoghare-hospital-medical-college-1?specialization=Ayurveda,null,null,https://www.practo.com/nagpur/hospital/deoghare-hospital-medical-college-1?specialization=Ayurveda
Ayurveda,Ayucare Ayurved and Panchkarma Hospital & Infertility Clinic,//www.practostatic.com/web-assets/images/default_clinic.60df7b39c2ae.png,7122452299,null,020 7117 7296,null,"106,First floor, Satyam Apartment,Dhantoli, Wardha Road,Landmark :Opposite Big Bazar, Above Bombay Dyeing

Dhantoli, Nagpur",Nagpur,Maharashtra,India,null,null,"eng,hindi",null,null,"Mon - Sat
10:00 AM - 07:00 PM",null,https://www.practo.com/nagpur/hospital/ayucare-ayurved-and-panchkarma-hospital-infertility-clinic-dhantoli?specialization=Ayurveda,null,null,https://www.practo.com/nagpur/hospital/ayucare-ayurved-and-panchkarma-hospital-infertility-clinic-dhantoli?specialization=Ayurveda
Ayurveda,Shree Krupa Hospital,//www.practostatic.com/web-assets/images/default_clinic.60df7b39c2ae.png,"Shree Krupa Hospital is an Ayurveda Hospital in Manewada Road, Nagpur. The clinic is visited by doctors like Dr. Yogesh Kharabe. The timings of Shree Krupa Hospital are: Mon-Sun: more..",null,null,null,"Sevadal Nagar, Tata Chowk, Besa Road, Manewada Road.

Manewada Road, Nagpur
Get Directions",Nagpur,Maharashtra,India,null,null,"eng,hindi",null,null,"Mon - Sun
10:00 AM - 01:00 PM
07:00 PM - 09:30 PM",null,https://www.practo.com/nagpur/hospital/shree-krupa-hospital-manewada-road?specialization=Ayurveda,null,null,https://www.practo.com/nagpur/hospital/shree-krupa-hospital-manewada-road?specialization=Ayurveda
Ayurveda,Orange City Hospital,//www.practostatic.com/web-assets/images/default_clinic.60df7b39c2ae.png,"Orange City Hospital is a Hospital in Vivekanand Nagar, Nagpur. The clinic is visited by orthopedist like Dr. Rohan Bansal,Dr. Shubham Jaiswal and D more..",null,020 7117 7299,null,"Khamla Square, Sawarkar Nagar
Landmark: Near Wardha Road
Vivekanand Nagar, Nagpur
Get Directions",Nagpur,Maharashtra,India,null,null,"eng,hindi",null,null,"Mon - Sat
05:05 PM - 06:55 PM",null,https://www.practo.com/nagpur/hospital/orange-city-hospital-vivekanand-nagar?specialization=Ayurveda,null,null,https://www.practo.com/nagpur/hospital/orange-city-hospital-vivekanand-nagar?specialization=Ayurveda
Ayurveda,Sai Krupa Hospital,//www.practostatic.com/web-assets/images/default_clinic.60df7b39c2ae.png,"Sai Krupa Hospital is a Hospital in Omkar Nagar, Nagpur. The clinic is visited by ayurveda like Dr. Ajay Gindewar.",null,022 4893 2501,null,"Omkar Nagar, Nagpur",Nagpur,Maharashtra,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/nagpur/hospital/sai-krupa-hospital-7-omkar-nagar?specialization=Ayurveda,null,null,https://www.practo.com/nagpur/hospital/sai-krupa-hospital-7-omkar-nagar?specialization=Ayurveda
Ayurveda,JIVA Ayurveda,https://images1-fabric.practo.com/practices/1183054/jiva-ayurveda-nagpur-605d7c8634d79.jpg,"Jiva Ayurveda was founded with the mission of 'taking Ayurveda to every home'. Our objective of making people happy and healthy through authentic Ayurvedic treatment delivered at their doorstep is a direct response to the growing ailments and disorders such as diabetes, arthritis, asthma, obesity, h more..",null,null,null,null,Nagpur,Maharashtra,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/nagpur/clinic/jiva-ayurveda-ramdaspeth?specialization=Ayurveda,null,null,https://www.practo.com/nagpur/clinic/jiva-ayurveda-ramdaspeth?specialization=Ayurveda
Ayurveda,Acharya Manish Ji Ayurveda Centre,https://images1-fabric.practo.com/practices/1246102/acharya-manish-ji-ayurveda-centre-nagpur-5f0e9ef07a56e.jpg,"Helping You Create Healthier, Happier Life more..",null,null,null,null,Nagpur,Maharashtra,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/nagpur/clinic/acharya-manish-ji-ayurveda-centre-sakkardara?specialization=Ayurveda,null,null,https://www.practo.com/nagpur/clinic/acharya-manish-ji-ayurveda-centre-sakkardara?specialization=Ayurveda
Ayurveda,Tyagi Nursing Home,https://images1-fabric.practo.com/practices/1179727/tyagi-nursing-home-delhi-5b2763c53913d.PNG/thumbnail,Tyagi Nursing Home is organizing a free Heart & Gout checkup camp on Sunday-15/07/2018 from 8:00AM to 12:00PM. more..,null,080 4568 7931,null,"66/3 & 66/4, Ashok Nagar
Landmark: Near Tilak Nagar Delhi Metro Station
Tilak Nagar, Delhi
Get Directions",Delhi,Delhi,India,null,null,"eng,hindi",3.5,(37 patient stories),"Mon - Sun
09:00 AM - 02:00 PM
06:00 PM - 10:00 PM",null,https://www.practo.com/delhi/hospital/tyagi-nursing-home-tilak-nagar?specialization=Ayurveda,null,null,https://www.practo.com/delhi/hospital/tyagi-nursing-home-tilak-nagar?specialization=Ayurveda
Ayurveda,Sandhyashi Hospital,https://images1-fabric.practo.com/practices/1261693/sandhyashi-hospital-delhi-5d2c3557a1dd0.png/thumbnail,"Sandhyashi Hospital is an Ayurveda Hospital in Bawana, Delhi. The clinic is visited by ayurveda like Dr. Vikas Gupta,Dr. Rajni Gupta and Dr. Yuvraj more..",null,011 4084 8496,null,"B-48, Sector-05, Bawana Industrial Area

Bawana, Delhi
Get Directions",Delhi,Delhi,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/delhi/hospital/sandhyashi-hospital-bawana?specialization=Ayurveda,null,null,https://www.practo.com/delhi/hospital/sandhyashi-hospital-bawana?specialization=Ayurveda
Ayurveda,Sandhyashi Neuro Panchkarma,https://images1-fabric.practo.com/practices/1246792/sandhyashi-neuro-panchkarma-delhi-5e171e0ef3d9c.png/thumbnail,"Sandhyashi Neuro Panchkarma is a Genetic Counselling Hospital in Shalimar Bagh, Delhi. The clinic is visited by ayurveda like Dr. Vikas Gupta,Dr. Ra more..",null,011 4118 8742,null,"Ground Floor B.F 1

Shalimar Bagh, Delhi
Get Directions",Delhi,Delhi,India,null,null,"eng,hindi",null,null,"Mon - Sun
08:00 AM - 05:00 PM",null,https://www.practo.com/delhi/hospital/sandhyashi-neuro-panchkarma-shalimar-bagh?specialization=Ayurveda,null,null,https://www.practo.com/delhi/hospital/sandhyashi-neuro-panchkarma-shalimar-bagh?specialization=Ayurveda
Ayurveda,Maharishi Ayurveda Hospital,https://images1-fabric.practo.com/maharishi-ayurveda-hospital-delhi-1461934728-57235a88ee249.jpg/thumbnail,Maharishi Ayurveda Hospital has been established through the inspired vision of His Holiness Maharishi Mahesh Yogi. Maharishi Ayurveda talks of collective health to make a disease-free society and nation which is well attributed through the establishment of this hospital. One of its kinds Maharishi more..,null,011 4116 9524,null,"BP - Block, Shalimar Bagh West
Landmark: Near DT Mall
Shalimar Bagh, Delhi
Get Directions",Delhi,Delhi,India,null,null,"eng,hindi",5.0,(671 patient stories),null,null,https://www.practo.com/delhi/hospital/maharishi-ayurveda-hospital-shalimar-bagh-2?specialization=Ayurveda,null,null,https://www.practo.com/delhi/hospital/maharishi-ayurveda-hospital-shalimar-bagh-2?specialization=Ayurveda
Ayurveda,Jeevan Anmol Hospital,https://images1-fabric.practo.com/jeevan-anmol-hospital-delhi-1441619483-55ed5e1b49af2.png/thumbnail,This clinic accepts only walk-in appointments.,null,011 4003 6729,null,"#91, Block B, Patparganj Road
Landmark: Patparganj Bus Stand
Mayur Vihar Ph-I, Delhi
Get Directions",Delhi,Delhi,India,null,null,"eng,hindi",3.0,(32 patient stories),"Mon - Sun
08:00 AM - 08:00 PM",null,https://www.practo.com/delhi/hospital/jeevan-anmol-hospital-mayur-vihar-ph-i?specialization=Ayurveda,null,null,https://www.practo.com/delhi/hospital/jeevan-anmol-hospital-mayur-vihar-ph-i?specialization=Ayurveda
Ayurveda,Shri Ram Singh Hospital & Heart Institute,https://images1-fabric.practo.com/shri-ram-singh-hospital-heart-institute-delhi-1449588269-5666f62deafbc.png/thumbnail,"Shri Ram Singh Hospital & Heart Institute is an Ayurveda Hospital in Krishna Nagar, Delhi. The clinic is visited by internal medicine like Dr. Saura more..",null,011 4003 6727,null,"Plot Number B-25-26, 26-A, East Krishna Nagar
Landmark: Swarn Cinema Road
Krishna Nagar, Delhi
Get Directions",Delhi,Delhi,India,null,null,"eng,hindi",null,null,null,null,https://www.practo.com/delhi/hospital/shri-ram-singh-hospital-heart-institute-krishna-nagar-1?specialization=Ayurveda,null,null,https://www.practo.com/delhi/hospital/shri-ram-singh-hospital-heart-institute-krishna-nagar-1?specialization=Ayurveda
Ayurveda,Bapu Nature Cure Hospital & Yogashram,https://images1-fabric.practo.com/practices/687782/bapu-nature-cure-hospital-yogashram-delhi-5a12c1b91b2c3.png/thumbnail,"Est in 1985 - A 50 Bedded Hospital - One of the leading Institutes in India for Naturopathy, Yoga, Ayurveda and Physiotherapy. With a team of 20+ Doctors and well established Research & Development Department with specialisation in Diabetes, Rheumatoid Arthritis, Osteo Arthritis, Thyroid and other l more..",null,011 4003 6729,null,"Gandhi Nidhi, Block E, Patparganj
Landmark: Behind Delhi Police Apartments
Mayur Vihar Ph-I, Delhi
Get Directions",Delhi,Delhi,India,null,null,"eng,hindi",3.5,(14 patient stories),"Mon - Sat
06:00 AM - 09:00 PM",null,https://www.practo.com/delhi/hospital/babu-nature-care-hospital-yogeshram-patparganj?specialization=Ayurveda,null,null,https://www.practo.com/delhi/hospital/babu-nature-care-hospital-yogeshram-patparganj?specialization=Ayurveda
Ayurveda,BNCHY Wellness Medispa,https://images1-fabric.practo.com/practices/1167777/bnchy-wellness-medispa-delhi-5a1291700de8e.png/thumbnail,Our Legacy: more..,null,011 4116 8288,null,"F Block
Landmark: Opposite Bapu Nature Cure Hospital & Yogashram
Mayur Vihar Ph-I, Delhi
Get Directions",Delhi,Delhi,India,null,null,"eng,hindi",null,null,"Mon - Sun
06:00 AM - 09:00 PM",null,https://www.practo.com/delhi/hospital/bnchy-wellness-medispa-mayur-vihar-ph-i?specialization=Ayurveda,null,null,https://www.practo.com/delhi/hospital/bnchy-wellness-medispa-mayur-vihar-ph-i?specialization=Ayurveda
